date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:25:29	238788/238788	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Jul%202023%2018:25:28%20GMT	https://www.mattsappliance.com/WF_BROWSING_MODE=NORMAL;%20path=/	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/WF_BROWSING_MODE=NORMAL;%20path=/index.html	(from https://www.mattsappliance.com/)
14:25:29	256332/256332	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:29%20GMT	https://www.mattsappliance.com/index.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/index-2.html	(from https://www.mattsappliance.com/)
14:25:30	241256/241256	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:30%20GMT	https://www.mattsappliance.com/email-savings.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/email-savings.html	(from https://www.mattsappliance.com/)
14:25:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Jul%202023%2018:25:30%20GMT	https://www.mattsappliance.com/locations.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/locations.html	(from https://www.mattsappliance.com/)
14:25:31	261147/261147	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:31%20GMT	https://www.mattsappliance.com/locations/ROHNER_CA.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/locations/ROHNER_CA.html	(from https://www.mattsappliance.com/)
14:25:31	239105/239105	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:32%20GMT	https://www.mattsappliance.com/financing.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/financing.html	(from https://www.mattsappliance.com/)
14:25:32	239260/239260	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:32%20GMT	https://www.mattsappliance.com/delivery.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/delivery.html	(from https://www.mattsappliance.com/)
14:25:32	247070/247070	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:33%20GMT	https://www.mattsappliance.com/landing_all_brands.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/landing_all_brands.html	(from https://www.mattsappliance.com/)
14:25:33	104623/104623	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jul%202023%2018:25:33%20GMT	https://www.mattsappliance.com/images/logo.png	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/images/logo.png	(from https://www.mattsappliance.com/)
14:25:34	261147/261147	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:34%20GMT	https://www.mattsappliance.com/locations/rohner_ca.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/locations/rohner_ca-2.html	(from https://www.mattsappliance.com/)
14:25:40	346116/346116	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:40%20GMT	https://www.mattsappliance.com/by-category/gr:gasr20-bbq:bbqpro-laund:drygf-gr:gaspro-er:erspcl-ac:acac-ref:drawer-ref:ffrench-gr:gasr24-er:er30st-ref:fglass-gr:grslin-gr:grwal2-laund:dryg-air:a15000-er:ersurf-er:erdrop-laund:washhe-fr:upfrze-air:a8000-hood:ducted-er:er24rc-hood:prohd-laund:dryp-er:er20rc-gr:gr36a-laund:commd-ac:diacc-bbq:bbqng-laund:washp-ref:rspcl-mic:micco-laund:commc-laund:washc-hood:convhd-laund:washf-laund:drye-ac:launac-ref:bbotf-ac:bbqac-ac:refacc-heat:heater-hood:dctles-er:erwarm-ac:dishac-laund:washt-ref:ftopf-er:er36a-air:acport-hood:insert-ac:ranacc-ac:hoodac-ref:compact-air:a10000-bbq:bbqch-ac:gracc-dish:dwbi-laund:dryef-er:erwalcm-mic:micor-laund:pdstl-di:dispos-ref:fsxs-heat:hum-bbq:bbqpl-gr:gasr30-ref:rwc-ac:eracc-gr:grsurf-bbq:bbqlp-er:erwal2-er:erwal1-fr:icemkr-gr:grspcl-ac:micac-er:erslin-ref:fbotf-er:er30rc-mic:micbi/shop-now.html?header_img=appliance.jpg	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/by-category/gr_gasr20-bbq_bbqpro-laund_drygf-gr_gaspro-er_e/shop-now5400.html	(from https://www.mattsappliance.com/)
14:25:41	363517/363517	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:41%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MAJOR=AIR	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH3d2f3.html	(from https://www.mattsappliance.com/)
14:25:42	246722/246722	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:43%20GMT	https://www.mattsappliance.com/by-category/air:acport-air:a15000-ac:acac-heat:heater-air:a8000-air:a10000-heat:hum/heating--amp--cooling.html?header_img=air.jpg	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/by-category/air_acport-air_a15000-ac_acac-heat_heater-air_a8000-air_a10000-heat_hum/heating--amp--coolingd779.html	(from https://www.mattsappliance.com/)
14:25:45	506629/506629	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:46%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MINOR=GR:GASR20|GR:GASR30|GR:GASPRO|ER:ERSPCL|AC:RANACC|AC:ERACC|GR:GRSURF|AC:GRACC|GR:GASR24|ER:ER30ST|GR:GRSLIN|ER:ERSURF|ER:ERDROP|GR:GRSPCL|ER:ER24RC|ER:ER20RC|ER:ERSLIN|ER:ER30RC|GR:GR36A|ER:ER36A	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH3ef4b.html	(from https://www.mattsappliance.com/)
14:25:47	483283/483283	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:47%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MINOR=GR:GRWAL2|ER:ERWARM|ER:ERWAL2|ER:ERWALCM|ER:ERWAL1	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH3bf29.html	(from https://www.mattsappliance.com/)
14:25:49	494132/494132	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:49%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MINOR=HOOD:INSERT|AC:HOODAC|HOOD:DUCTED|HOOD:DCTLES|HOOD:CONVHD|HOOD:PROHD	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH3782d.html	(from https://www.mattsappliance.com/)
14:25:50	495629/495629	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:50%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MINOR=MIC:MICOR|MIC:MICCO|AC:MICAC|MIC:MICBI	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH39f76.html	(from https://www.mattsappliance.com/)
14:25:52	444138/444138	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:51%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MINOR=BBQ:BBQPRO|BBQ:BBQPL|AC:BBQAC|BBQ:BBQNG|BBQ:BBQCH|BBQ:BBQLP	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH39abc.html	(from https://www.mattsappliance.com/)
14:25:55	289588/289588	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:55%20GMT	https://www.mattsappliance.com/by-category/hood:insert-gr:gasr20-bbq:bbqpro-gr:gaspro-er:erspcl-ac:ranacc-ac:hoodac-bbq:bbqch-ac:gracc-gr:gasr24-er:er30st-er:erwalcm-gr:grslin-gr:grwal2-mic:micor-er:ersurf-er:erdrop-hood:ducted-er:er24rc-hood:prohd-er:er20rc-gr:gr36a-bbq:bbqpl-gr:gasr30-bbq:bbqng-ac:eracc-mic:micco-gr:grsurf-hood:convhd-bbq:bbqlp-er:erwal2-er:erwal1-ac:bbqac-gr:grspcl-ac:micac-hood:dctles-er:erwarm-er:erslin-er:er30rc-mic:micbi-er:er36a/cooking.html?header_img=cooking.jpg	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/by-category/hood_insert-gr_gasr20-bbq_bbqpro-gr_gaspro-er_e/cookingf9b4.html	(from https://www.mattsappliance.com/)
14:25:56	470108/470108	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:56%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MAJOR=DISH	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH3b8f2.html	(from https://www.mattsappliance.com/)
14:25:57	325896/325896	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:57%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MINOR=AC:DISHAC	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH3d04e.html	(from https://www.mattsappliance.com/)
14:25:58	252362/252362	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:58%20GMT	https://www.mattsappliance.com/by-category/ac:diacc-ac:dishac-di:dispos-dish:dwbi/kitchen-cleanup.html?header_img=dish.jpg	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/by-category/ac_diacc-ac_dishac-di_dispos-dish_dwbi/kitchen-cleanup33d5.html	(from https://www.mattsappliance.com/)
14:25:59	447378/447378	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:25:59%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MINOR=LAUND:WASHHE|LAUND:WASHP|LAUND:WASHT|LAUND:WASHF	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH3f90f.html	(from https://www.mattsappliance.com/)
14:26:00	425962/425962	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:01%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MINOR=LAUND:COMMD|LAUND:DRYG|LAUND:DRYGF|LAUND:DRYP|LAUND:DRYE|LAUND:DRYEF	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH39e18.html	(from https://www.mattsappliance.com/)
14:26:01	363732/363732	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:01%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MINOR=LAUND:PDSTL	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH39cea.html	(from https://www.mattsappliance.com/)
14:26:04	262557/262557	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:04%20GMT	https://www.mattsappliance.com/by-category/laund:commd-laund:drygf-laund:washp-laund:commc-laund:washc-laund:washf-laund:drye-laund:dryef-ac:launac-laund:dryg-laund:washhe-laund:pdstl-laund:washt-laund:dryp/laundry.html?header_img=laund.jpg	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/by-category/laund_commd-laund_drygf-laund_washp-laund_commc/laundry4cd3.html	(from https://www.mattsappliance.com/)
14:26:05	502331/502331	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:05%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MAJOR=REF	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH33267.html	(from https://www.mattsappliance.com/)
14:26:06	419696/419696	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:06%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MAJOR=FR	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH3396e.html	(from https://www.mattsappliance.com/)
14:26:07	329160/329160	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:07%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MINOR=FR:ICEMKR	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH3570c.html	(from https://www.mattsappliance.com/)
14:26:08	489626/489626	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:08%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MINOR=REF:RWC|REF:RSPCL|REF:COMPACT|REF:DRAWER	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH3bd3f.html	(from https://www.mattsappliance.com/)
14:26:09	339772/339772	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:09%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MINOR=AC:REFACC	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH394a3.html	(from https://www.mattsappliance.com/)
14:26:11	259526/259526	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:11%20GMT	https://www.mattsappliance.com/by-category/ref:rwc-ref:rspcl-ref:compact-ref:drawer-ref:ffrench-ref:fglass-ref:bbotf-ac:refacc-fr:upfrze-fr:icemkr-ref:ftopf-ref:fsxs-ref:fbotf/refrigeration.html?header_img=ref.jpg	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/by-category/ref_rwc-ref_rspcl-ref_compact-ref_drawer-ref_ffrench-ref_fglass-ref_bbotf-ac_refacc-fr_upfrze-fr_icemkr-ref_ftopf-ref_fsxs-ref_fbotf/refrigerationb769.html	(from https://www.mattsappliance.com/)
14:26:13	534371/534371	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:13%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MINOR=GR:GR36A|GR:GASR30|GR:GRSPCL|GR:GASR20|GR:GASR24|GR:GRSLIN|GR:GASPRO|ER:ER30RC|ER:ER20RC|ER:ERDROP|ER:ER24RC|ER:ER30ST|ER:ERSPCL|ER:ER36A|ER:ERSLIN	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH38126.html	(from https://www.mattsappliance.com/)
14:26:14	482680/482680	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:14%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MINOR=GR:GRSURF|ER:ERSURF	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH35853.html	(from https://www.mattsappliance.com/)
14:26:16	485234/485234	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:16%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MINOR=GR:GRWAL1|GR:GRWAL2|ER:ERWAL1|ER:ERWAL2|ER:ERWALCM	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH3d8ae.html	(from https://www.mattsappliance.com/)
14:26:17	393820/393820	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:17%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MAN=KTA&MAJOR=REF	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH31fc5.html	(from https://www.mattsappliance.com/)
14:26:18	458594/458594	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:18%20GMT	https://www.mattsappliance.com/_CGI/SEARCH3.HTML?MAN=BEKO	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/_CGI/SEARCH340ed.html	(from https://www.mattsappliance.com/)
14:26:19	334309/334309	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:19%20GMT	https://www.mattsappliance.com/by-brand/frig/Frigidaire.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/by-brand/frig/Frigidaire.html	(from https://www.mattsappliance.com/)
14:26:19	30748/30748	---M--	200	added ('OK')	image/jpeg	etag:%22x350d5ebd%22	https://www.mattsappliance.com/images/cat-frig.jpg?ccid=x350d5ebd	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/images/cat-frig20e8.jpg	(from https://www.mattsappliance.com/)
14:26:20	323030/323030	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:20%20GMT	https://www.mattsappliance.com/by-brand/beko/Beko.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/by-brand/beko/Beko.html	(from https://www.mattsappliance.com/)
14:26:20	39716/39716	---M--	200	added ('OK')	image/jpeg	etag:%22x350d5ebd%22	https://www.mattsappliance.com/images/cat-beko.jpg?ccid=x350d5ebd	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/images/cat-beko20e8.jpg	(from https://www.mattsappliance.com/)
14:26:21	334955/334955	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:22%20GMT	https://www.mattsappliance.com/by-brand/samsung/Samsung.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/by-brand/samsung/Samsung.html	(from https://www.mattsappliance.com/)
14:26:21	41850/41850	---M--	200	added ('OK')	image/jpeg	etag:%22x350d5ebd%22	https://www.mattsappliance.com/images/cat-samsung.jpg?ccid=x350d5ebd	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/images/cat-samsung20e8.jpg	(from https://www.mattsappliance.com/)
14:26:22	341655/341655	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:23%20GMT	https://www.mattsappliance.com/by-brand/Bosch/Bosch.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/by-brand/Bosch/Bosch.html	(from https://www.mattsappliance.com/)
14:26:22	24097/24097	---M--	200	added ('OK')	image/jpeg	etag:%22x350d5ebd%22	https://www.mattsappliance.com/images/cat-bosch.jpg?ccid=x350d5ebd	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/images/cat-bosch20e8.jpg	(from https://www.mattsappliance.com/)
14:26:23	329909/329909	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:24%20GMT	https://www.mattsappliance.com/by-brand/thrk/Thor-Kitchen.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/by-brand/thrk/Thor-Kitchen.html	(from https://www.mattsappliance.com/)
14:26:23	43692/43692	---M--	200	added ('OK')	image/jpeg	etag:%22x350d5ebd%22	https://www.mattsappliance.com/images/cat-Thor.jpg?ccid=x350d5ebd	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/images/cat-Thor20e8.jpg	(from https://www.mattsappliance.com/)
14:26:25	324288/324288	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:25%20GMT	https://www.mattsappliance.com/by-brand/frzccn/Forzacucina.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/by-brand/frzccn/Forzacucina.html	(from https://www.mattsappliance.com/)
14:26:25	46637/46637	---M--	200	added ('OK')	image/jpeg	etag:%22x350d5ebd%22	https://www.mattsappliance.com/images/cat-forza.jpg?ccid=x350d5ebd	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/images/cat-forza20e8.jpg	(from https://www.mattsappliance.com/)
14:26:26	318149/318149	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:26%20GMT	https://www.mattsappliance.com/by-brand/fulgorm/Fulgor-Milano.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/by-brand/fulgorm/Fulgor-Milano.html	(from https://www.mattsappliance.com/)
14:26:26	74248/74248	---M--	200	added ('OK')	image/jpeg	etag:%22x350d5ebd%22	https://www.mattsappliance.com/images/cat-fulgor.jpg?ccid=x350d5ebd	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/images/cat-fulgor20e8.jpg	(from https://www.mattsappliance.com/)
14:26:27	336807/336807	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:27%20GMT	https://www.mattsappliance.com/by-brand/lg/LG.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/by-brand/lg/LG.html	(from https://www.mattsappliance.com/)
14:26:27	31161/31161	---M--	200	added ('OK')	image/jpeg	etag:%22x350d5ebd%22	https://www.mattsappliance.com/images/cat-lg.jpg?ccid=x350d5ebd	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/images/cat-lg20e8.jpg	(from https://www.mattsappliance.com/)
14:26:28	402239/402239	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:29%20GMT	https://www.mattsappliance.com/by-brand/electrolux/Electrolux.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/by-brand/electrolux/Electrolux.html	(from https://www.mattsappliance.com/)
14:26:29	295604/295604	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:29%20GMT	https://www.mattsappliance.com/by-brand/kta/KitchenAid.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/by-brand/kta/KitchenAid.html	(from https://www.mattsappliance.com/)
14:26:30	328452/328452	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:30%20GMT	https://www.mattsappliance.com/by-brand/zep/Zephyr.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/by-brand/zep/Zephyr.html	(from https://www.mattsappliance.com/)
14:26:30	400781/400781	---M--	200	added ('OK')	image/png	etag:%22x350d5ebd%22	https://www.mattsappliance.com/images/openbox_financing.png?ccid=x350d5ebd	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/images/openbox_financing20e8.png	(from https://www.mattsappliance.com/)
14:26:31	238528/238528	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:31%20GMT	https://www.mattsappliance.com/flyers.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/flyers.html	(from https://www.mattsappliance.com/)
14:26:32	251656/251656	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:32%20GMT	https://www.mattsappliance.com/rebate_center.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/rebate_center.html	(from https://www.mattsappliance.com/)
14:26:32	4720/4720	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:32%20GMT	https://www.mattsappliance.com/cdn-cgi/l/email-protection	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/cdn-cgi/l/email-protection.html	(from https://www.mattsappliance.com/)
14:26:33	238350/238350	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:33%20GMT	https://www.mattsappliance.com/AboutMatts.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/AboutMatts.html	(from https://www.mattsappliance.com/)
14:26:33	241764/241764	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:33%20GMT	https://www.mattsappliance.com/StorePolicy.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/StorePolicy.html	(from https://www.mattsappliance.com/)
14:26:34	267595/267595	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jul%202023%2018:26:34%20GMT	https://www.mattsappliance.com/policies.html	C:/Users/rroal/Desktop/httrack/fdsadfsa/www.mattsappliance.com/policies.html	(from https://www.mattsappliance.com/)
